"","SourceFile","Make","Model","FullPanoWidthPixels","FullPanoHeightPixels","SourcePhotosCount","Megapixels","LastPhotoDate","GPSLatitude","GPSLongitude","GPSAltitude","PoseHeadingDegrees","HemiFile","Le","L","LX","LXG1","LXG2","DIFN","MTA.ell","GF","VZA","rings","azimuths","mask","lens","channel","stretch","gamma","zonal","method","thd"
"1","./raw_panos/PXL_20230519_164804198.PHOTOSPHERE_small.jpg","Google","Pixel 4a",8704,4352,36,0.37845,"2023:05:19 16:49:57.671Z",41.3351194444444,-72.9110305555556,-23.1,86,"PXL_20230519_164804198.PHOTOSPHERE_smallhemi_masked.jpg",2.44,3.37,0.72,0.67,0.55,9.981,19,4.15,"9_27_45_63_81",5,8,"435_435_434","equidistant","2BG","FALSE","2.2","FALSE","Otsu","116"
